experiment,time,CO2_ppm,A_zsat,I_zsat,P_zsat,A_zcc,I_zcc,P_zcc,A_deep_CO3,I_deep_CO3,P_deep_CO3,A_deep_DIC,I_deep_DIC,P_deep_DIC,A_deep_TA,I_deep_TA,P_deep_TA,H_DIC,H_TA,deep temperature,surface temperature,high-deep mixing (Atlantic),high-deep mixing (Indian),high-deep mixing (Pacific),thermohaline circulation:,thermohaline upwelling (Atlantic),thermohaline upwelling (Indian),high-lat PO4 export constant
HIGH PROD,62900.0,234.57961710113162,4959,3021,2221,5184,3338,2825,111.72850236138554,76.27534775980388,65.15697427238756,2208.4487618391313,2324.4528983624245,2401.9474343377224,2353.974779058819,2401.033726259043,2451.639143468867,2114.3791955259358,2335.1315691931163,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63000.0,234.5851567538705,4959,3021,2221,5184,3338,2825,111.72870566350565,76.27553916489151,65.15715246290283,2208.474366687408,2324.4784558648357,2401.972928529257,2353.9995865193887,2401.0584337577075,2451.663703803335,2114.404808240333,2335.1563978579684,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63100.0,234.59069194130524,4959,3021,2221,5184,3338,2825,111.72891138813604,76.27573161807372,65.15733271881581,2208.4999739591494,2324.504013571535,2401.9984237600524,2354.0244003650164,2401.08314352129,2451.6882696438756,2114.430424205241,2335.1812346073193,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63200.0,234.59622274355866,4959,3021,2221,5184,3338,2826,111.72911963809929,76.27592535594358,65.15751493317221,2208.525583786498,2324.529571987698,2402.023920009545,2354.0492208938217,2401.107856496035,2451.7128407372957,2114.456043199759,2335.206079109223,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63300.0,234.60174924160987,4959,3021,2221,5184,3338,2826,111.72933047821911,76.27612056069776,65.1576990229473,2208.551196226644,2324.5551314884733,2402.0494172781887,2354.0740482687143,2401.1325733973645,2451.7374169026093,2114.4816650122198,2335.230931041581,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63400.0,234.60727151561426,4959,3021,2221,5184,3338,2826,111.72954394401518,76.27631736975476,65.1578849228379,2208.57681128083,2324.5806923423083,2402.074915577148,2354.0988825501063,2401.157294751027,2451.761998007695,2114.5072894431773,2335.2557900971487,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63500.0,234.61278964385045,4959,3021,2221,5184,3338,2826,111.72976004866759,76.2765158840084,65.15807258051495,2208.602428909515,2324.6062547312677,2402.1004149210376,2354.1237237220635,2401.1820209286716,2451.786583952044,2114.532916306797,2335.2806559861233,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63600.0,234.61830370210873,4959,3021,2221,5184,3338,2826,111.72997878854572,76.27671617482426,65.15826195302624,2208.6280490443,2324.6318187684287,2402.125915323004,2354.148571712954,2401.206752178185,2451.8111746542295,2114.558545431169,2335.305528437076,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63700.0,234.6238137633858,4959,3021,2221,5184,3338,2826,111.73020014755869,76.27691828991026,65.15845300409836,2208.6536715971693,2324.6573845125727,2402.1514167915657,2354.1734264115544,2401.23148864923,2451.8357700430242,2114.584176657901,2335.3304071967755,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63800.0,234.62931989778605,4959,3021,2221,5184,3338,2826,111.73042410054927,76.2771222581925,65.15864570213618,2208.6792964675255,2324.682951980417,2402.176919328764,2354.1982876794577,2401.2562304144776,2451.8603700512704,2114.6098098412713,2335.3552920293014,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,63900.0,234.63482217202935,4959,3021,2221,5184,3338,2826,111.73065061611248,76.27732809390172,65.1588400187867,2208.7049235475474,2324.7085211567023,2402.2024229292865,2354.223155360495,2401.280977487087,2451.8849746118303,2114.635444847542,2335.3801827147695,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64000.0,234.64032065119545,4959,3021,2221,5184,3338,2826,111.73087965790779,76.27753579959084,65.15903592777713,2208.7305527257986,2324.734092002261,2402.2279275801525,2354.2480292877763,2401.3057298348945,2451.909583655035,2114.6610815523118,2335.4050790478336,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64100.0,234.64563630514877,4959,3021,2221,5184,3339,2826,111.73117211268541,76.28099905745856,65.1594423188787,2208.7564079069953,2324.7658738132704,2402.253907603163,2354.2732260962975,2401.3428564099445,2451.935107838637,2114.687747424375,2335.431434057511,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64200.0,234.65069445835033,4959,3021,2221,5184,3339,2826,111.73157250590286,76.28567822772307,65.16011290112797,2208.782612522282,2324.799998246911,2402.280494567252,2354.298938242186,2401.3845802446044,2451.96178701226,2114.7152054880407,2335.458994760271,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64300.0,234.65571998736365,4959,3021,2221,5185,3339,2826,111.73202654953243,76.28623053628323,65.16075245831983,2208.8089149230855,2324.8263360645888,2402.307031585614,2354.3248332726384,2401.410684453928,2451.988346070487,2114.74185865341,2335.485545812453,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64400.0,234.66054248975692,4959,3022,2221,5185,3339,2826,111.73258480356255,76.29013538562839,65.1615806935497,2208.8355078696322,2324.859156747901,2402.3340166698426,2354.3511811478593,2401.449672393504,2452.0157468061584,2114.7694938110676,2335.513518078521,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64500.0,234.66502636619705,4959,3022,2221,5185,3340,2826,111.73330608817156,76.29646780045067,65.16273241933499,2208.8625771757993,2324.8966503875213,2402.3617619415454,2354.3782581463124,2401.497876962934,2452.0445789864707,2114.7982718577687,2335.5432105010677,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64600.0,234.66908344895205,4959,3022,2221,5185,3340,2826,111.73424417323768,76.30436753634015,65.16427181224778,2208.8902629143304,2324.9372456386022,2402.3904269397176,2354.406288219356,2401.5521113971045,2452.0751333641533,2114.8281687891094,2335.5746593298472,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64700.0,234.67271323083585,4959,3023,2221,5185,3341,2826,111.73542658907326,76.31233083754714,65.1661596045758,2208.918598003156,2324.9781245370455,2402.4199392195173,2354.435348725471,2401.6067184031385,2452.107253424452,2114.8588331500277,2335.607416082836,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64800.0,234.67607344874685,4959,3023,2221,5185,3341,2826,111.73677179880563,76.3189777318244,65.16898981840582,2208.9473517656866,2325.016619798464,2402.4515263343424,2354.4650824949454,2401.65642972624,2452.143438022702,2114.890163874671,2335.641239413655,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,64900.0,234.67902249799357,4959,3023,2222,5185,3341,2827,111.73839835757094,76.31934428784223,65.17284503229321,2208.97678513342,2325.0434502069907,2402.48533797137,2354.495937065201,2401.682591913461,2452.1839270614437,2114.9213181485106,2335.67514634991,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65000.0,234.68210380517425,4959,3023,2222,5185,3341,2827,111.74014655356663,76.31880690713254,65.17432567085089,2209.0061487601506,2325.0687408249896,2402.5142099900213,2354.5269271974985,2401.7056194930788,2452.2145075486155,2114.9500733557743,2335.7059162802443,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65100.0,234.68532990256753,4960,3023,2222,5185,3341,2827,111.7419202588112,76.31878077786119,65.17565926080958,2209.035332239095,2325.0949491478013,2402.5428030886915,2354.5577875265753,2401.730525406961,2452.244534045113,2114.978610630027,2335.7363109946614,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65200.0,234.68867604872565,4960,3023,2222,5185,3341,2827,111.74369858531765,76.31912816165796,65.17689955464407,2209.064357176617,2325.121794314178,2402.571197048957,2354.5885038366123,2401.7567715283403,2452.274168318111,2115.007066866632,2335.766510696736,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65300.0,234.69212274868212,4960,3024,2222,5185,3341,2827,111.74546806489451,76.31974618680859,65.17807452640459,2209.0932469299782,2325.149075759532,2402.5994478140997,2354.619075957307,2401.783964730194,2452.3035242109477,2115.035471703459,2335.796565598584,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65400.0,234.69565418691926,4960,3024,2222,5185,3341,2827,111.7472202332715,76.32055828291462,65.17920363477116,2209.122022909312,2325.176651161713,2402.627594187255,2354.649510218992,2401.811819038547,2452.3326809939053,2115.06383956614,2335.826505348838,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65500.0,234.69925750527239,4960,3024,2222,5185,3341,2827,111.74894999735997,76.32150766069019,65.18030029293844,2209.1507032102204,2325.204420120255,2402.655662753867,2354.679815417808,2401.840127267244,2452.361693152279,2115.09217666079,2335.856347588691,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65600.0,234.70290602577018,4960,3024,2222,5185,3341,2827,111.75066268918282,76.32253263741201,65.18137884132726,2209.179323707109,2325.232289720056,2402.6836860127896,2354.7100348055865,2401.8686797874166,2452.3906227991624,2115.120493433572,2335.8861271350925,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65700.0,234.70669513252827,4960,3023,2223,5185,3341,2827,111.75232811928453,76.31787331999662,65.18322869025157,2209.207778222628,2325.249284949373,2402.7133147442814,2354.740015914136,2401.8755518782987,2452.4227903902397,2115.1480813573153,2335.914862353298,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65800.0,234.7102313798652,4960,3023,2223,5185,3341,2828,111.754044398057,76.31167532477886,65.19057617424194,2209.236526591194,2325.2635544769446,2402.7544709767712,2354.7703650559315,2401.8769634423843,2452.4779671180922,2115.179157753657,2335.9482851659577,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,65900.0,234.7132228073425,4960,3023,2224,5186,3340,2828,111.75593901716982,76.3081562281957,65.19624206992496,2209.265799391432,2325.282948807491,2402.7921154128057,2354.801514342367,2401.888518864268,2452.526046330266,2115.2094613122244,2335.9811736236684,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66000.0,234.71588538913724,4960,3023,2224,5186,3340,2829,111.75797159231676,76.30608351347966,65.20121190485553,2209.2953051386357,2325.3050998072085,2402.8283361765607,2354.8331176061142,2401.9055413702495,2452.5712589341238,2115.23973953191,2336.0143060410237,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66100.0,234.71825403789674,4960,3023,2224,5186,3340,2829,111.76015486049327,76.30502690627617,65.20593812978764,2209.3250750994584,2325.3291948437013,2402.8640770215784,2354.8652261586044,2401.926412069273,2452.615489098313,2115.2704572483804,2336.0482271051515,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66200.0,234.72034290686457,4960,3023,2225,5186,3340,2829,111.76250598245379,76.30475123731968,65.210541543359,2209.355172175973,2325.354802479223,2402.8995963005364,2354.8979288363553,2401.950258135498,2452.6592418948517,2115.3017277153695,2336.0830609583268,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66300.0,234.72266445673694,4961,3023,2225,5186,3340,2829,111.76486800735125,76.30764381784084,65.21080008122723,2209.3850420300378,2325.386335582378,2402.925954537037,2354.9304310895945,2401.986021762621,2452.6847264932744,2115.330782504107,2336.114844272612,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66400.0,234.72575893608044,4961,3023,2224,5186,3340,2829,111.76703179122418,76.30984184487494,65.20734192842781,2209.4140895120972,2325.4163068437097,2402.944445827846,2354.9618130007634,2402.0188760070664,2452.694624763023,2115.3568800711855,2336.1422074260577,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66500.0,234.72960552633316,4961,3023,2224,5186,3340,2829,111.76893838755132,76.30925091087973,65.20438669676642,2209.442376070193,2325.4407878826246,2402.963923698645,2354.9920358933555,2402.0409778902203,2452.706628399041,2115.3824371334076,2336.1682728251585,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66600.0,234.73404625440998,4961,3023,2224,5186,3340,2829,111.77058318979367,76.30910833744396,65.2019028856381,2209.4700784528454,2325.465975440209,2402.9842881670147,2355.0212615370206,2402.064680870795,2452.72050405851,2115.408044031439,2336.193921256163,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66700.0,234.73894729468176,4961,3023,2224,5186,3340,2828,111.7719721162916,76.30926226009119,65.19982804293483,2209.497305390139,2325.4915810328685,2403.00542783774,2355.0496039246123,2402.0893647056337,2452.736009033244,2115.4335655077243,2336.2190953326904,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66800.0,234.7441989283902,4961,3023,2224,5186,3340,2828,111.7731186809427,76.30958728930983,65.19810299821006,2209.5241234997784,2325.51740315802,2403.027230043759,2355.0771494896385,2402.114590019391,2452.752907057292,2115.4589171194657,2336.243782630648,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,66900.0,234.74971339772495,4961,3023,2224,5186,3340,2828,111.77404202822126,76.309995448986,65.1966737923699,2209.5505798962126,2325.5433032796245,2403.0495885757036,2355.1039754295566,2402.1400521204055,2452.7709794076336,2115.4840760213374,2336.2680272170223,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67000.0,234.75542188156896,4961,3023,2224,5186,3340,2828,111.77476476860673,76.3104270984944,65.19549243475232,2209.5767138295064,2325.5691885132183,2403.0724076115644,2355.130157202967,2402.1655454767315,2452.7900302755224,2115.509053253233,2336.2918983130066,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67100.0,234.76127118387996,4961,3023,2223,5186,3340,2828,111.77531104393715,76.31084347468087,65.19451704392957,2209.6025617587998,2325.594999295902,2403.0956032338245,2355.155770141241,2402.1909373069357,2452.8098885076556,2115.5338752630178,2336.3154707935796,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67200.0,234.7672206308409,4961,3023,2223,5186,3340,2828,111.77570501487793,76.31122096395333,65.19371161919918,2209.6281590246904,2325.620700336354,2403.119103541415,2355.1808885183386,2402.2161477036657,2452.8304072093674,2115.5585733789826,2336.3388151396884,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67300.0,234.77309728335922,4961,3023,2223,5186,3341,2828,111.77601804780988,76.31156187910624,65.19403030565903,2209.6537138823846,2325.646338725162,2403.144942029661,2355.205831436721,2402.2412264031736,2452.8556212369895,2115.5839761150473,2336.3631286734485,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67400.0,234.7789222123303,4961,3023,2223,5186,3341,2828,111.7762681161403,76.31186543281429,65.19426243645724,2209.6792065018667,2325.671914208322,2403.1705563335,2355.230609572112,2402.2661715912986,2452.880410982766,2115.609245481016,2336.387315718903,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67500.0,234.78469085005088,4961,3023,2223,5186,3341,2828,111.77647535298372,76.31213530355497,65.19455954822865,2209.704649631998,2325.6974338981045,2403.196287276472,2355.2552688618584,2402.2909973499018,2452.90545758028,2115.6345110888383,2336.4115486996993,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67600.0,234.7904225228158,4961,3023,2223,5186,3341,2828,111.77664980895307,76.31237504814678,65.19476331164425,2209.730036267922,2325.722898566468,2403.2217966662793,2355.279819348509,2402.3157114234273,2452.930086746349,2115.659695075467,2336.4357089008336,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67700.0,234.7961116072083,4961,3023,2223,5186,3341,2828,111.77680587440383,76.31259064552106,65.1950349477674,2209.755392946206,2325.7483194258884,2403.2474296497317,2355.304310546368,2402.3403362980025,2452.954984728922,2115.6849442932707,2336.4599874249952,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67800.0,234.8017763147841,4961,3023,2223,5186,3341,2828,111.77694826834852,76.31278632588126,65.1952159512448,2209.78071739693,2325.7737002209005,2403.272850399593,2355.328748094921,2402.364883850606,2452.9794800515856,2115.710153141126,2336.4842325291447,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,67900.0,234.80740949490885,4961,3023,2224,5186,3341,2828,111.777086689155,76.31296769897376,65.19546762401674,2209.8060352839916,2325.799053463081,2403.298405005683,2355.3531728209255,2402.3893770618697,2453.004260050845,2115.7354474838016,2336.508611259625,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68000.0,234.8130276640567,4961,3023,2224,5186,3341,2828,111.77722195004327,76.31313803335661,65.19563143648347,2209.831340794007,2325.824382720771,2403.323757705461,2355.377580441222,2402.4138257379655,2453.0286532469386,2115.7607085963464,2336.5329575203646,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68100.0,234.81862204216608,4961,3023,2224,5186,3341,2828,111.77736063303358,76.31330170002762,65.19586857119418,2209.8566551820713,2325.8496992660334,2403.3492541312016,2355.402002356252,2402.4382492352197,2453.0533462898106,2115.7860548306944,2336.5574307117613,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68200.0,234.82420769624636,4961,3023,2224,5186,3341,2828,111.77750114858118,76.31346065918515,65.19602033421471,2209.8819683478823,2325.8750047903427,2403.3745577849536,2355.4264261668413,2402.4626529943243,2453.0776666321935,2115.8113636121807,2336.581861321874,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68300.0,234.82991673568543,4961,3023,2223,5186,3341,2828,111.77760002849016,76.31360288857137,65.19526313705319,2209.9071239098807,2325.9002435144625,2403.397919521571,2355.4506291533016,2402.486960042928,2453.0981408464713,2115.835953836537,2336.605272194302,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68400.0,234.83557685104978,4961,3023,2224,5186,3341,2828,111.7777060167757,76.31373981158043,65.19560800682913,2209.9323353377245,2325.9254746428705,2403.4236078184213,2355.4748979111137,2402.5112495482604,2453.1232694494197,2115.8613656596985,2336.6297768792797,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68500.0,234.8412087455799,4961,3023,2224,5186,3341,2828,111.77781870221078,76.31387414419703,65.19585631672024,2209.9575832010014,2325.950706322969,2403.4490725156274,2355.4992127224705,2402.5355345120115,2453.147953973501,2115.8867442198225,2336.654256888426,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68600.0,234.84694855831893,4961,3023,2223,5186,3341,2828,111.77789410905412,76.31399411606033,65.19517923293905,2209.982695982403,2325.9758831990853,2403.4725682631383,2355.523335537741,2402.559738856212,2453.1687314089468,2115.9113724516005,2336.67769099819,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68700.0,234.85262687281624,4961,3023,2224,5186,3341,2828,111.77798070569487,76.31411130489545,65.19559170852058,2210.0078779493224,2326.00106337887,2403.498367380162,2355.547543696495,2402.5839410086396,2453.1941118598274,2115.9368025925755,2336.7022052909338,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68800.0,234.85826698555474,4961,3023,2224,5187,3341,2828,111.77807795321114,76.31422852854125,65.19589603492102,2210.033104703276,2326.026253545792,2403.523923362717,2355.5718125183143,2402.608152776427,2453.2190053792674,2115.9621900012457,2336.726691716077,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,68900.0,234.86386510031136,4961,3023,2224,5187,3341,2828,111.77818998871952,76.3143492051423,65.19625088378777,2210.058376182687,2326.051461868576,2403.5495881458455,2355.5961489258643,2402.63238868028,2453.2441152783103,2115.987621914493,2336.7512705591175,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69000.0,234.8694400864649,4961,3023,2224,5187,3341,2828,111.778313456836,76.31447431651614,65.19650130848073,2210.0836689075663,2326.07668559868,2403.575031086362,2355.6205247778166,2402.6566480063457,2453.2687836136565,2116.0129908485887,2336.775787901336,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69100.0,234.87512730904365,4961,3023,2224,5187,3341,2828,111.77840357589142,76.31459090995237,65.19582702326603,2210.108818706675,2326.101864530754,2403.598508354462,2355.6447077079324,2402.680847734724,2453.28954960465,2116.0376279613806,2336.7992788051947,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69200.0,234.88075715663456,4961,3023,2224,5187,3341,2828,111.77850799167292,76.31470953271192,65.19624313289758,2210.134034618391,2326.127053960736,2403.624293020506,2355.6689782476005,2402.7050615896183,2453.314924394804,2116.0630810243797,2336.82386360743,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69300.0,234.88635256770354,4961,3023,2224,5187,3341,2828,111.7786253410829,76.31483208199364,65.19655213303693,2210.159294640806,2326.15225875246,2403.6498388895557,2355.6933126155973,2402.7292978313917,2453.3398185393153,2116.0884992754413,2336.8484269328064,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69400.0,234.89205146747082,4961,3023,2224,5187,3341,2828,111.77871077533743,76.31494602236376,65.19592759408316,2210.1844256674676,2326.1774208610964,2403.673403888105,2355.717469778937,2402.7534763142285,2453.3607764557687,2116.113167583884,2336.8719484486883,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69500.0,234.8976858522335,4961,3023,2224,5187,3341,2828,111.77881194266918,76.31506221374856,65.19638588925912,2210.2096308593314,2326.2025961989807,2403.699262859117,2355.7417246623145,2402.777671965788,2453.3863140276994,2116.1386388123424,2336.896553861758,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69600.0,234.9032800044813,4961,3023,2224,5187,3341,2828,111.77892755643789,76.315182804897,65.19673084607844,2210.2348849804293,2326.227789661673,2403.7248714759853,2355.766050515181,2402.801893570672,2453.411346278236,2116.1640684465624,2336.921134287931,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69700.0,234.9089730823014,4961,3023,2224,5187,3341,2828,111.77901283485542,76.31529545710565,65.19613705806053,2210.2600132856774,2326.2529430383415,2403.748489454262,2355.790204850043,2402.8260612116046,2453.432421640305,2116.1887454401644,2336.944673373818,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69800.0,234.91474030360234,4961,3023,2224,5187,3341,2828,111.77906719944053,76.31539603217925,65.19563675094618,2210.285044226359,2326.278047143522,2403.7722993475763,2355.8142143138584,2402.8501580922193,2453.453900689803,2116.2134271262644,2336.968163173455,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,69900.0,234.92042042985025,4961,3023,2224,5187,3341,2828,111.77914094171798,76.31549735171915,65.19620581594172,2210.3101787755327,2326.3031663939514,2403.79836412368,2355.838355773342,2402.8742710223923,2453.4798758210377,2116.238933327493,2336.992778112093,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,70000.0,234.92604266367806,4961,3023,2224,5187,3341,2828,111.7792331656481,76.31560281827805,65.19664377390099,2210.335381237157,2326.3283083939714,2403.8241446595016,2355.862593114199,2402.898413827662,2453.505274407453,2116.2643793965763,2337.017359387202,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,70100.0,234.93174977377458,4961,3023,2224,5187,3341,2828,111.77929934314176,76.31570104617987,65.19612805437542,2210.3604704910617,2326.3534159449578,2403.847905592919,2355.8866781787688,2402.9225094281587,2453.5266559655925,2116.2890625652158,2337.040898224395,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,70200.0,234.93737784653004,4961,3023,2224,5187,3341,2828,111.7793872692579,76.3158037484265,65.19667829928781,2210.3856455808414,2326.3785450852365,2403.873927979392,2355.910882214055,2402.9466345516157,2453.552549742353,2116.314545555237,2337.0655290172776,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
HIGH PROD,70300.0,234.9429545392114,4961,3023,2224,5187,3341,2828,111.77949559929681,76.3159136637682,65.19710147427058,2210.410879262873,2326.4037005724367,2403.8996731196057,2355.9351764381627,2402.970799007954,2453.5778825092534,2116.3399894124263,2337.0901467559843,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,3.6
