,Ocean DIC [1 mol],Ocean DIC [1.0 mol/l],Ocean C^{12$S,Ocean C^{13}$S ,Ocean $\delta^{13}$C [VPDB],Fossil_Fuel_Burning_to_Ocean DIC [1.0 mol/a],Fossil_Fuel_Burning_to_Ocean DIC [C^{12$S],Fossil_Fuel_Burning_to_Ocean DIC [C^{13}$S],Fossil_Fuel_Burning_to_Ocean DIC $\delta^{13}$C [VPDB],Carbonate_Weathering_to_Ocean DIC [1.0 mol/a],Carbonate_Weathering_to_Ocean DIC [C^{12$S],Carbonate_Weathering_to_Ocean DIC [C^{13}$S],Carbonate_Weathering_to_Ocean DIC $\delta^{13}$C [VPDB],Organic_Weathering_to_Ocean DIC [1.0 mol/a],Organic_Weathering_to_Ocean DIC [C^{12$S],Organic_Weathering_to_Ocean DIC [C^{13}$S],Organic_Weathering_to_Ocean DIC $\delta^{13}$C [VPDB],Volcanic_to_Ocean DIC [1.0 mol/a],Volcanic_to_Ocean DIC [C^{12$S],Volcanic_to_Ocean DIC [C^{13}$S],Volcanic_to_Ocean DIC $\delta^{13}$C [VPDB],Ocean_to_OM_burial DIC [1.0 mol/a],Ocean_to_OM_burial DIC [C^{12$S],Ocean_to_OM_burial DIC [C^{13}$S],Ocean_to_OM_burial DIC $\delta^{13}$C [VPDB],Ocean_to_Carbonate_burial DIC [1.0 mol/a],Ocean_to_Carbonate_burial DIC [C^{12$S],Ocean_to_Carbonate_burial DIC [C^{13}$S],Ocean_to_Carbonate_burial DIC $\delta^{13}$C [VPDB]
164,3.625695e+18,0.002721993243243244,3.585368760989156e+18,4.032623901084433e+16,0.911730464056,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501222681.734,45498777318.26595,-25.408264081195,18100000000000.0,17898685512700.363,201314487299.63803,0.911735918805
165,3.625695e+18,0.002721993243243244,3.5853687612064794e+18,4.032623879352087e+16,0.91172500934,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501222933.63,45498777066.36988,-25.408269535944,18100000000000.0,17898685513785.277,201314486214.72086,0.911730464056
166,3.625695e+18,0.002721993243243244,3.5853687614238013e+18,4.032623857619875e+16,0.911719554659,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501223185.5244,45498776814.47536,-25.40827499066,18100000000000.0,17898685514870.188,201314485129.81024,0.91172500934
167,3.625695e+18,0.002721993243243244,3.5853687616411223e+18,4.032623835887797e+16,0.91171410001,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501223437.4175,45498776562.582436,-25.408280445341,18100000000000.0,17898685515955.094,201314484044.90662,0.911719554659
168,3.625695e+18,0.002721993243243244,3.5853687618584417e+18,4.032623814155852e+16,0.911708645395,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501223689.309,45498776310.690994,-25.408285899990002,18100000000000.0,17898685517039.992,201314482960.0093,0.91171410001
169,3.625695e+18,0.002721993243243244,3.5853687620757596e+18,4.032623792424041e+16,0.911703190814,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501223941.1987,45498776058.80112,-25.408291354605,18100000000000.0,17898685518124.883,201314481875.1188,0.911708645395
170,3.625695e+18,0.002721993243243244,3.5853687622930765e+18,4.032623770692363e+16,0.911697736266,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501224193.0874,45498775806.91282,-25.408296809186,18100000000000.0,17898685519209.766,201314480790.23505,0.911703190814
171,3.625695e+18,0.002721993243243244,3.585368762510392e+18,4.032623748960819e+16,0.911692281752,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501224444.974,45498775555.02604,-25.408302263734,18100000000000.0,17898685520294.64,201314479705.35788,0.911697736266
172,3.625695e+18,0.002721993243243244,3.585368762727706e+18,4.03262372722941e+16,0.911686827272,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501224696.859,45498775303.14083,-25.408307718248,18100000000000.0,17898685521379.51,201314478620.48743,0.911692281752
173,3.625695e+18,0.002721993243243244,3.585368762945019e+18,4.0326237054981336e+16,0.911681372825,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501224948.7427,45498775051.2572,-25.408313172728,18100000000000.0,17898685522464.375,201314477535.62378,0.911686827272
174,3.625695e+18,0.002721993243243244,3.58536876316233e+18,4.032623683766991e+16,0.911675918411,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501225200.625,45498774799.375084,-25.408318627175,18100000000000.0,17898685523549.234,201314476450.76666,0.911681372825
175,3.625695e+18,0.002721993243243244,3.5853687633796403e+18,4.032623662035982e+16,0.911670464031,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501225452.5054,45498774547.49449,-25.408324081589,18100000000000.0,17898685524634.082,201314475365.91614,0.911675918411
176,3.625695e+18,0.002721993243243244,3.585368763596949e+18,4.032623640305107e+16,0.911665009685,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501225704.3843,45498774295.61547,-25.408329535969,18100000000000.0,17898685525718.926,201314474281.07233,0.911670464031
177,3.625695e+18,0.002721993243243244,3.5853687638142566e+18,4.0326236185743656e+16,0.911659555372,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501225956.262,45498774043.73803,-25.408334990315,18100000000000.0,17898685526803.766,201314473196.23535,0.911665009685
178,3.625695e+18,0.002721993243243244,3.585368764031563e+18,4.0326235968437576e+16,0.911654101093,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501226208.138,45498773791.8621,-25.408340444628,18100000000000.0,17898685527888.598,201314472111.40488,0.911659555372
179,3.625695e+18,0.002721993243243244,3.5853687642488673e+18,4.032623575113283e+16,0.911648646847,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501226460.012,45498773539.98774,-25.408345898907,18100000000000.0,17898685528973.418,201314471026.5812,0.911654101093
180,3.625695e+18,0.002721993243243244,3.585368764466171e+18,4.032623553382942e+16,0.911643192635,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501226711.8853,45498773288.114914,-25.408351353153,18100000000000.0,17898685530058.234,201314469941.76407,0.911648646847
181,3.625695e+18,0.002721993243243244,3.585368764683473e+18,4.032623531652735e+16,0.911637738456,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501226963.7563,45498773036.243645,-25.408356807365,18100000000000.0,17898685531143.047,201314468856.95367,0.911643192635
182,3.625695e+18,0.002721993243243244,3.5853687649007734e+18,4.0326235099226616e+16,0.911632284311,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501227215.626,45498772784.37391,-25.408362261544,18100000000000.0,17898685532227.85,201314467772.14987,0.911637738456
183,3.625695e+18,0.002721993243243244,3.585368765118073e+18,4.032623488192722e+16,0.911626830199,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501227467.4946,45498772532.505745,-25.408367715689,18100000000000.0,17898685533312.65,201314466687.35287,0.911632284311
184,3.625695e+18,0.002721993243243244,3.585368765335371e+18,4.032623466462916e+16,0.911621376121,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501227719.361,45498772280.6391,-25.408373169801,18100000000000.0,17898685534397.438,201314465602.56238,0.911626830199
185,3.625695e+18,0.002721993243243244,3.5853687655526676e+18,4.032623444733244e+16,0.911615922077,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501227971.226,45498772028.774025,-25.408378623879,18100000000000.0,17898685535482.223,201314464517.7787,0.911621376121
186,3.625695e+18,0.002721993243243244,3.585368765769963e+18,4.032623423003706e+16,0.911610468066,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501228223.0894,45498771776.91052,-25.408384077923,18100000000000.0,17898685536566.996,201314463433.00168,0.911615922077
187,3.625695e+18,0.002721993243243244,3.585368765987257e+18,4.032623401274301e+16,0.911605014089,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501228474.9517,45498771525.048546,-25.408389531934,18100000000000.0,17898685537651.77,201314462348.23135,0.911610468066
188,3.625695e+18,0.002721993243243244,3.5853687662045496e+18,4.0326233795450296e+16,0.911599560145,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501228726.812,45498771273.18814,-25.408394985911002,18100000000000.0,17898685538736.53,201314461263.46774,0.911605014089
189,3.625695e+18,0.002721993243243244,3.585368766421841e+18,4.032623357815892e+16,0.911594106235,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501228978.6704,45498771021.32924,-25.408400439855,18100000000000.0,17898685539821.29,201314460178.71063,0.911599560145
190,3.625695e+18,0.002721993243243244,3.585368766639131e+18,4.032623336086888e+16,0.911588652358,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501229230.5283,45498770769.47194,-25.408405893765,18100000000000.0,17898685540906.04,201314459093.96033,0.911594106235
191,3.625695e+18,0.002721993243243244,3.58536876685642e+18,4.032623314358018e+16,0.911583198515,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501229482.384,45498770517.61614,-25.408411347642,18100000000000.0,17898685541990.785,201314458009.2166,0.911588652358
192,3.625695e+18,0.002721993243243244,3.585368767073707e+18,4.032623292629281e+16,0.911577744705,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501229734.238,45498770265.76192,-25.408416801485,18100000000000.0,17898685543075.52,201314456924.4796,0.911583198515
193,3.625695e+18,0.002721993243243244,3.585368767290993e+18,4.0326232709006776e+16,0.911572290929,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501229986.091,45498770013.90922,-25.408422255295,18100000000000.0,17898685544160.25,201314455839.74924,0.911577744705
194,3.625695e+18,0.002721993243243244,3.585368767508278e+18,4.032623249172208e+16,0.911566837187,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501230237.942,45498769762.05809,-25.408427709071,18100000000000.0,17898685545244.977,201314454755.0256,0.911572290929
195,3.625695e+18,0.002721993243243244,3.5853687677255613e+18,4.032623227443872e+16,0.911561383478,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501230489.7915,45498769510.208534,-25.408433162813,18100000000000.0,17898685546329.69,201314453670.3087,0.911566837187
196,3.625695e+18,0.002721993243243244,3.5853687679428434e+18,4.0326232057156696e+16,0.911555929802,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501230741.6396,45498769258.360504,-25.408438616522,18100000000000.0,17898685547414.402,201314452585.59836,0.911561383478
197,3.625695e+18,0.002721993243243244,3.585368768160124e+18,4.032623183987602e+16,0.91155047616,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501230993.486,45498769006.51399,-25.408444070198,18100000000000.0,17898685548499.105,201314451500.8946,0.911555929802
198,3.625695e+18,0.002721993243243244,3.5853687683774034e+18,4.032623162259667e+16,0.911545022552,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501231245.331,45498768754.66905,-25.40844952384,18100000000000.0,17898685549583.8,201314450416.1976,0.91155047616
199,3.625695e+18,0.002721993243243244,3.5853687685946813e+18,4.0326231405318664e+16,0.911539568977,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04631,0.0,4000000000000.0,3956429988830.919,43570011169.080986,-20.0,6000000000000.0,5933655712408.382,66344287591.61808,-5.0,4200000000000.0,4154501231497.1743,45498768502.825676,-25.408454977448,18100000000000.0,17898685550668.492,201314449331.5074,0.911545022552
