Ocean Time [a],Ocean DIC [mol],Ocean C^{12}$S [mol],Ocean C^{13}$S [mol],Ocean $\delta^{13}$C [[DIC]],Ocean DIC [mol/l],Fossil_Fuel_Burning_2_Ocean_Flux DIC [mol/a],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{12}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{13}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Carbonate_Weathering_2_Ocean_Flux DIC [mol/a],Carbonate_Weathering_2_Ocean_Flux DIC [C^{12}$S],Carbonate_Weathering_2_Ocean_Flux DIC [C^{13}$S],Carbonate_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Organic_Weathering_2_Ocean_Flux DIC [mol/a],Organic_Weathering_2_Ocean_Flux DIC [C^{12}$S],Organic_Weathering_2_Ocean_Flux DIC [C^{13}$S],Organic_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Volcanic_2_Ocean_Flux DIC [mol/a],Volcanic_2_Ocean_Flux DIC [C^{12}$S],Volcanic_2_Ocean_Flux DIC [C^{13}$S],Volcanic_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_OM_burial_Flux DIC [mol/a],Ocean_2_OM_burial_Flux DIC [C^{12}$S],Ocean_2_OM_burial_Flux DIC [C^{13}$S],Ocean_2_OM_burial_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_Carbonate_burial_Flux DIC [mol/a],Ocean_2_Carbonate_burial_Flux DIC [C^{12}$S],Ocean_2_Carbonate_burial_Flux DIC [C^{13}$S],Ocean_2_Carbonate_burial_Flux DIC $\delta^{13}$C [[DIC]]
787,3.677886166666663e+18,3.6370064224908155e+18,4.087974417585032e+16,0.2440827385466335,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351226.527,45467648773.473145,-26.082340232615774,18100000000000.0,17898818305673.652,201181694326.34766,0.2440840598285044
788,3.677886166666663e+18,3.6370064225442186e+18,4.087974412244737e+16,0.2440814171982278,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351285.941,45467648714.05908,-26.082341519193758,18100000000000.0,17898818305936.465,201181694063.53516,0.24408273847886366
789,3.677886166666663e+18,3.637006422597621e+18,4.087974406904474e+16,0.2440800958580038,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351345.355,45467648654.64502,-26.082342805771894,18100000000000.0,17898818306199.277,201181693800.72266,0.24408141712922293
790,3.677886166666663e+18,3.6370064226510234e+18,4.0879744015642424e+16,0.24407877452549853,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351404.7686,45467648595.231445,-26.082344092339383,18100000000000.0,17898818306462.09,201181693537.91016,0.24408009577958217
791,3.677886166666663e+18,3.6370064227044255e+18,4.087974396224044e+16,0.244077453201175,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351464.1816,45467648535.81836,-26.08234537889622,18100000000000.0,17898818306724.9,201181693275.10156,0.24407877444954687
792,3.677886166666663e+18,3.637006422757827e+18,4.0879743908838776e+16,0.2440761318848789,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351523.5938,45467648476.40625,-26.082346665432063,18100000000000.0,17898818306987.703,201181693012.29688,0.24407745313911694
793,3.677886166666663e+18,3.637006422811228e+18,4.087974385543743e+16,0.24407481057645583,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351583.0063,45467648416.99365,-26.0823479519784,18100000000000.0,17898818307250.51,201181692749.48828,0.2440761318090816
794,3.677886166666663e+18,3.637006422864629e+18,4.087974380203641e+16,0.24407348927575143,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351642.4175,45467648357.58252,-26.082349238492935,18100000000000.0,17898818307513.316,201181692486.6836,0.2440748104986517
795,3.677886166666663e+18,3.63700642291803e+18,4.087974374863571e+16,0.2440721679833832,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351701.8296,45467648298.17041,-26.082350525028776,18100000000000.0,17898818307776.117,201181692223.8828,0.2440734892078272
796,3.677886166666663e+18,3.6370064229714304e+18,4.0879743695235336e+16,0.2440708466987336,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351761.2407,45467648238.75928,-26.082351811543315,18100000000000.0,17898818308038.918,201181691961.08203,0.24407216791715705
797,3.677886166666663e+18,3.6370064230248305e+18,4.087974364183528e+16,0.24406952542211144,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351820.6514,45467648179.34863,-26.082353098047353,18100000000000.0,17898818308301.72,201181691698.28125,0.24407084662633255
798,3.677886166666663e+18,3.63700642307823e+18,4.087974358843555e+16,0.24406820415367106,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351880.0625,45467648119.9375,-26.082354384562045,18100000000000.0,17898818308564.516,201181691435.48438,0.24406952535526782
799,3.677886166666663e+18,3.6370064231316296e+18,4.087974353503614e+16,0.24406688289310371,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351939.4717,45467648060.52832,-26.082355671034282,18100000000000.0,17898818308827.312,201181691172.6875,0.24406820408420307
800,3.677886166666663e+18,3.6370064231850286e+18,4.087974348163706e+16,0.2440655616404094,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351998.882,45467648001.118164,-26.08235695752782,18100000000000.0,17898818309090.11,201181690909.89062,0.24406688281298397
801,3.677886166666663e+18,3.637006423238427e+18,4.087974342823829e+16,0.2440642403957425,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352058.2915,45467647941.708496,-26.082358244010717,18100000000000.0,17898818309352.902,201181690647.09766,0.24406556156152465
802,3.677886166666663e+18,3.6370064232918257e+18,4.087974337483985e+16,0.24406291915910303,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352117.7,45467647882.299805,-26.08235953047246,18100000000000.0,17898818309615.69,201181690384.3086,0.24406424032967075
803,3.677886166666663e+18,3.6370064233452237e+18,4.087974332144173e+16,0.24406159793049095,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352177.109,45467647822.89111,-26.0823608169342,18100000000000.0,17898818309878.48,201181690121.51953,0.24406291909781683
804,3.677886166666663e+18,3.6370064233986217e+18,4.087974326804393e+16,0.24406027670959754,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352236.5176,45467647763.48242,-26.08236210339594,18100000000000.0,17898818310141.27,201181689858.73047,0.2440615978659629
805,3.677886166666663e+18,3.637006423452019e+18,4.087974321464645e+16,0.24405895549673154,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352295.925,45467647704.075195,-26.08236338982588,18100000000000.0,17898818310404.055,201181689595.9453,0.24406027665386879
806,3.677886166666663e+18,3.637006423505416e+18,4.08797431612493e+16,0.24405763429204733,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352355.333,45467647644.66699,-26.082364676277123,18100000000000.0,17898818310666.844,201181689333.15625,0.24405895542201486
807,3.677886166666663e+18,3.637006423558813e+18,4.087974310785246e+16,0.24405631309508177,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352414.74,45467647585.259766,-26.082365962707065,18100000000000.0,17898818310929.625,201181689070.375,0.24405763422937177
808,3.677886166666663e+18,3.6370064236122097e+18,4.087974305445595e+16,0.24405499190614363,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352474.1465,45467647525.853516,-26.08236724911601,18100000000000.0,17898818311192.41,201181688807.58984,0.24405631301727762
809,3.677886166666663e+18,3.6370064236656056e+18,4.087974300105977e+16,0.24405367072538725,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352533.5537,45467647466.44629,-26.082368535545953,18100000000000.0,17898818311455.188,201181688544.8125,0.24405499184423993
810,3.677886166666663e+18,3.6370064237190016e+18,4.08797429476639e+16,0.24405234955250393,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352592.9595,45467647407.04053,-26.082369821944248,18100000000000.0,17898818311717.965,201181688282.03516,0.2440536706713566
811,3.677886166666663e+18,3.637006423772397e+18,4.087974289426836e+16,0.24405102838749365,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352652.3657,45467647347.63428,-26.082371108353193,18100000000000.0,17898818311980.746,201181688019.2539,0.2440523494788679
812,3.677886166666663e+18,3.6370064238257925e+18,4.087974284087314e+16,0.2440497072303564,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352711.771,45467647288.229004,-26.082372394740837,18100000000000.0,17898818312243.52,201181687756.48047,0.24405102832558997
813,3.677886166666663e+18,3.6370064238791875e+18,4.087974278747824e+16,0.24404838608140095,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352771.1763,45467647228.82373,-26.082373681128633,18100000000000.0,17898818312506.293,201181687493.70703,0.24404970717231206
814,3.677886166666663e+18,3.637006423932582e+18,4.087974273408366e+16,0.2440470649404729,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352830.5806,45467647169.41943,-26.08237496749528,18100000000000.0,17898818312769.066,201181687230.9336,0.24404838601903414
815,3.677886166666663e+18,3.6370064239859763e+18,4.087974268068941e+16,0.24404574380726352,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352889.9854,45467647110.01465,-26.082376253872425,18100000000000.0,17898818313031.836,201181686968.16406,0.24404706488536163
816,3.677886166666663e+18,3.63700642403937e+18,4.087974262729547e+16,0.24404442268208154,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532352949.3896,45467647050.61035,-26.082377540238912,18100000000000.0,17898818313294.61,201181686705.39062,0.2440457437320837
817,3.677886166666663e+18,3.6370064240927636e+18,4.0879742573901864e+16,0.24404310156508136,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353008.793,45467646991.20703,-26.082378826584414,18100000000000.0,17898818313557.375,201181686442.625,0.24404442261801662
818,3.677886166666663e+18,3.637006424146157e+18,4.087974252050858e+16,0.24404178045595418,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353068.197,45467646931.80322,-26.08238011294041,18100000000000.0,17898818313820.14,201181686179.85938,0.2440431015041039
819,3.677886166666663e+18,3.63700642419955e+18,4.087974246711561e+16,0.24404045935470006,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353127.5996,45467646872.40039,-26.08238139927526,18100000000000.0,17898818314082.906,201181685917.09375,0.2440417803900368
820,3.677886166666663e+18,3.637006424252943e+18,4.087974241372297e+16,0.24403913826147336,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353187.0024,45467646812.99756,-26.082382685610103,18100000000000.0,17898818314345.668,201181685654.33203,0.24404045929572948
821,3.677886166666663e+18,3.637006424306335e+18,4.087974236033065e+16,0.24403781717627407,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353246.405,45467646753.595215,-26.082383971934455,18100000000000.0,17898818314608.434,201181685391.5664,0.24403913818166237
822,3.677886166666663e+18,3.637006424359727e+18,4.087974230693865e+16,0.2440364960991022,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353305.8066,45467646694.19336,-26.082385258248152,18100000000000.0,17898818314871.19,201181685128.8086,0.24403781710696046
823,3.677886166666663e+18,3.637006424413119e+18,4.087974225354697e+16,0.24403517502964897,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353365.2075,45467646634.79248,-26.0823865445407,18100000000000.0,17898818315133.95,201181684866.05078,0.24403649603225855
824,3.677886166666663e+18,3.6370064244665103e+18,4.087974220015562e+16,0.24403385396837754,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353424.6094,45467646575.390625,-26.082387830854397,18100000000000.0,17898818315396.707,201181684603.29297,0.24403517495755664
825,3.677886166666663e+18,3.637006424519901e+18,4.0879742146764584e+16,0.24403253291513352,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532353484.01,45467646515.990234,-26.082389117136447,18100000000000.0,17898818315659.46,201181684340.53906,0.24403385390246013
