Ocean Time [a],Ocean DIC [mol],Ocean C^{12}$S [mol],Ocean C^{13}$S [mol],Ocean $\delta^{13}$C [[DIC]],Ocean DIC [mol/l],Fossil_Fuel_Burning_2_Ocean_Flux DIC [mol/a],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{12}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{13}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Carbonate_Weathering_2_Ocean_Flux DIC [mol/a],Carbonate_Weathering_2_Ocean_Flux DIC [C^{12}$S],Carbonate_Weathering_2_Ocean_Flux DIC [C^{13}$S],Carbonate_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Organic_Weathering_2_Ocean_Flux DIC [mol/a],Organic_Weathering_2_Ocean_Flux DIC [C^{12}$S],Organic_Weathering_2_Ocean_Flux DIC [C^{13}$S],Organic_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Volcanic_2_Ocean_Flux DIC [mol/a],Volcanic_2_Ocean_Flux DIC [C^{12}$S],Volcanic_2_Ocean_Flux DIC [C^{13}$S],Volcanic_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_OM_burial_Flux DIC [mol/a],Ocean_2_OM_burial_Flux DIC [C^{12}$S],Ocean_2_OM_burial_Flux DIC [C^{13}$S],Ocean_2_OM_burial_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_Carbonate_burial_Flux DIC [mol/a],Ocean_2_Carbonate_burial_Flux DIC [C^{12}$S],Ocean_2_Carbonate_burial_Flux DIC [C^{13}$S],Ocean_2_Carbonate_burial_Flux DIC $\delta^{13}$C [[DIC]]
581,3.677886166666663e+18,3.637006411482935e+18,4.087975518373186e+16,0.2443551063605447,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532338979.583,45467661020.41699,-26.082075031945465,18100000000000.0,17898818251500.188,201181748499.8125,0.2443564292573145
582,3.677886166666663e+18,3.637006411536404e+18,4.087975513026248e+16,0.24435378336868097,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339039.0713,45467660960.92871,-26.08207632013063,18100000000000.0,17898818251763.33,201181748236.67188,0.24435510625788648
583,3.677886166666663e+18,3.637006411589873e+18,4.087975507679343e+16,0.24435246038499903,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339098.558,45467660901.441895,-26.08207760828415,18100000000000.0,17898818252026.465,201181747973.53516,0.24435378327806384
584,3.677886166666663e+18,3.637006411643342e+18,4.08797550233247e+16,0.2443511374091901,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339158.046,45467660841.9541,-26.082078896458817,18100000000000.0,17898818252289.6,201181747710.39844,0.2443524602983956
585,3.677886166666663e+18,3.63700641169681e+18,4.0879754969856296e+16,0.2443498144414086,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339217.5327,45467660782.467285,-26.082080184612337,18100000000000.0,17898818252552.74,201181747447.26172,0.24435113731857297
586,3.677886166666663e+18,3.637006411750278e+18,4.0879754916388216e+16,0.2443484914816545,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339277.0195,45467660722.98047,-26.08208147276585,18100000000000.0,17898818252815.87,201181747184.1289,0.24434981435851014
587,3.677886166666663e+18,3.637006411803746e+18,4.0879754862920456e+16,0.24434716852992783,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339336.5054,45467660663.49463,-26.082082760898224,18100000000000.0,17898818253079.004,201181746920.9961,0.24434849139829293
588,3.677886166666663e+18,3.6370064118572134e+18,4.0879754809453016e+16,0.2443458455859198,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339395.991,45467660604.00879,-26.082084049030595,18100000000000.0,17898818253342.137,201181746657.86328,0.2443471684382301
589,3.677886166666663e+18,3.6370064119106806e+18,4.08797547559859e+16,0.24434452265009357,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339455.4766,45467660544.52344,-26.08208533715231,18100000000000.0,17898818253605.266,201181746394.73438,0.24434584549777266
590,3.677886166666663e+18,3.637006411964147e+18,4.087975470251911e+16,0.24434319972229476,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339514.962,45467660485.038086,-26.08208662527418,18100000000000.0,17898818253868.395,201181746131.60547,0.24434452255716085
591,3.677886166666663e+18,3.637006412017614e+18,4.087975464905264e+16,0.24434187680236896,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339574.446,45467660425.5542,-26.08208791336425,18100000000000.0,17898818254131.52,201181745868.48047,0.24434319963630882
592,3.677886166666663e+18,3.63700641207108e+18,4.08797545955865e+16,0.2443405538904706,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339633.931,45467660366.06885,-26.08208920148597,18100000000000.0,17898818254394.645,201181745605.35547,0.24434187671545682
593,3.677886166666663e+18,3.6370064121245455e+18,4.087975454212067e+16,0.24433923098659963,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339693.415,45467660306.58496,-26.08209048957604,18100000000000.0,17898818254657.766,201181745342.23438,0.24434055381436456
594,3.677886166666663e+18,3.637006412178011e+18,4.087975448865517e+16,0.2443379080906017,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339752.8984,45467660247.10156,-26.08209177765546,18100000000000.0,17898818254920.887,201181745079.11328,0.24433923091311793
595,3.677886166666663e+18,3.637006412231476e+18,4.087975443518999e+16,0.24433658520278556,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339812.381,45467660187.61914,-26.082093065713885,18100000000000.0,17898818255184.008,201181744815.9922,0.24433790801187133
596,3.677886166666663e+18,3.6370064122849413e+18,4.087975438172514e+16,0.24433526232268807,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339871.8643,45467660128.13574,-26.082094353793305,18100000000000.0,17898818255447.125,201181744552.875,0.24433658513038448
597,3.677886166666663e+18,3.637006412338406e+18,4.08797543282606e+16,0.24433393945061802,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339931.347,45467660068.65283,-26.08209564186222,18100000000000.0,17898818255710.246,201181744289.7539,0.24433526222913787
598,3.677886166666663e+18,3.63700641239187e+18,4.087975427479638e+16,0.24433261658657535,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532339990.8296,45467660009.17041,-26.08209692992065,18100000000000.0,17898818255973.36,201181744026.64062,0.24433393936725645
599,3.677886166666663e+18,3.637006412445334e+18,4.08797542213325e+16,0.24433129373040574,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340050.3115,45467659949.68848,-26.082098217968422,18100000000000.0,17898818256236.473,201181743763.52734,0.24433261650522065
600,3.677886166666663e+18,3.6370064124987976e+18,4.087975416786893e+16,0.2443299708824179,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340109.793,45467659890.20703,-26.082099506005544,18100000000000.0,17898818256499.586,201181743500.41406,0.24433129364333922
601,3.677886166666663e+18,3.6370064125522606e+18,4.087975411440568e+16,0.24432864804230311,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340169.2744,45467659830.725586,-26.08210079404282,18100000000000.0,17898818256762.695,201181743237.3047,0.2443299708010632
602,3.677886166666663e+18,3.6370064126057236e+18,4.087975406094276e+16,0.24432732521021572,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340228.755,45467659771.24512,-26.08210208205879,18100000000000.0,17898818257025.805,201181742974.1953,0.24432864795878717
603,3.677886166666663e+18,3.637006412659186e+18,4.087975400748016e+16,0.24432600238600138,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340288.2354,45467659711.76465,-26.08210337007492,18100000000000.0,17898818257288.914,201181742711.08594,0.24432732511651115
604,3.677886166666663e+18,3.6370064127126487e+18,4.087975395401788e+16,0.24432467956966006,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340347.7153,45467659652.28467,-26.082104658080393,18100000000000.0,17898818257552.016,201181742447.98438,0.24432600231344592
605,3.677886166666663e+18,3.6370064127661107e+18,4.087975390055593e+16,0.24432335676165493,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340407.195,45467659592.805176,-26.08210594607521,18100000000000.0,17898818257815.125,201181742184.875,0.2443246794711699
606,3.677886166666663e+18,3.637006412819572e+18,4.0879753847094296e+16,0.24432203396136842,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340466.6743,45467659533.32568,-26.082107234070193,18100000000000.0,17898818258078.227,201181741921.77344,0.2443233566681047
607,3.677886166666663e+18,3.6370064128730337e+18,4.0879753793632984e+16,0.24432071116910933,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340526.1533,45467659473.84668,-26.082108522054515,18100000000000.0,17898818258341.33,201181741658.67188,0.24432203386519386
608,3.677886166666663e+18,3.6370064129264947e+18,4.0879753740172e+16,0.24431938838487768,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340585.6323,45467659414.367676,-26.08210981003884,18100000000000.0,17898818258604.426,201181741395.57422,0.24432071108173406
609,3.677886166666663e+18,3.637006412979955e+18,4.0879753686711336e+16,0.24431806560867342,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340645.1104,45467659354.88965,-26.082111098002013,18100000000000.0,17898818258867.523,201181741132.47656,0.24431938829842864
610,3.677886166666663e+18,3.6370064130334157e+18,4.087975363325099e+16,0.2443167428403422,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340704.5884,45467659295.41162,-26.082112385965193,18100000000000.0,17898818259130.62,201181740869.3789,0.24431806551496885
611,3.677886166666663e+18,3.6370064130868756e+18,4.087975357979098e+16,0.24431542008019277,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340764.066,45467659235.93408,-26.082113673917714,18100000000000.0,17898818259393.715,201181740606.28516,0.24431674275126883
612,3.677886166666663e+18,3.637006413140335e+18,4.087975352633128e+16,0.24431409732791637,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340823.543,45467659176.45703,-26.082114961859745,18100000000000.0,17898818259656.81,201181740343.1914,0.24431541998756878
613,3.677886166666663e+18,3.6370064131937946e+18,4.08797534728719e+16,0.244312774583513,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340883.02,45467659116.97998,-26.08211624980177,18100000000000.0,17898818259919.9,201181740080.10156,0.2443140972434742
614,3.677886166666663e+18,3.6370064132472535e+18,4.0879753419412856e+16,0.24431145184729144,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532340942.496,45467659057.50391,-26.0821175377228,18100000000000.0,17898818260182.99,201181739817.01172,0.24431277449937958
615,3.677886166666663e+18,3.6370064133007124e+18,4.087975336595413e+16,0.2443101291189429,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341001.9727,45467658998.02734,-26.082118825654177,18100000000000.0,17898818260446.08,201181739553.92188,0.24431145175528496
616,3.677886166666663e+18,3.637006413354171e+18,4.087975331249572e+16,0.2443088063984674,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341061.4487,45467658938.55127,-26.082120113575055,18100000000000.0,17898818260709.164,201181739290.83594,0.24431012903079574
617,3.677886166666663e+18,3.637006413407629e+18,4.087975325903764e+16,0.24430748368617367,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341120.924,45467658879.07617,-26.082121401474787,18100000000000.0,17898818260972.25,201181739027.75,0.24430880630630655
618,3.677886166666663e+18,3.6370064134610867e+18,4.087975320557988e+16,0.244306160981753,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341180.3984,45467658819.60156,-26.082122689364017,18100000000000.0,17898818261235.332,201181738764.66797,0.2443074836015771
619,3.677886166666663e+18,3.637006413514544e+18,4.087975315212244e+16,0.24430483828535973,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341239.8735,45467658760.126465,-26.08212397726374,18100000000000.0,17898818261498.414,201181738501.58594,0.24430616089669333
620,3.677886166666663e+18,3.637006413568001e+18,4.087975309866533e+16,0.24430351559699387,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341299.3477,45467658700.65234,-26.082125265142324,18100000000000.0,17898818261761.496,201181738238.5039,0.24430483819196389
621,3.677886166666663e+18,3.637006413621458e+18,4.0879753045208536e+16,0.24430219291650104,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341358.822,45467658641.17822,-26.082126553020903,18100000000000.0,17898818262024.574,201181737975.42578,0.2443035155066855
622,3.677886166666663e+18,3.6370064136749143e+18,4.087975299175206e+16,0.24430087024403563,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341418.2954,45467658581.70459,-26.082127840888987,18100000000000.0,17898818262287.65,201181737712.35156,0.2443021928411669
623,3.677886166666663e+18,3.6370064137283707e+18,4.087975293829592e+16,0.24429954757959765,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341477.7686,45467658522.231445,-26.082129128746416,18100000000000.0,17898818262550.727,201181737449.27344,0.24430087015604288
624,3.677886166666663e+18,3.6370064137818266e+18,4.08797528848401e+16,0.2442982249230327,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341537.241,45467658462.75879,-26.082130416593195,18100000000000.0,17898818262813.8,201181737186.19922,0.24429954749052427
625,3.677886166666663e+18,3.637006413835282e+18,4.087975283138459e+16,0.24429690227449513,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341596.714,45467658403.28613,-26.082131704440126,18100000000000.0,17898818263076.875,201181736923.125,0.24429822482500566
626,3.677886166666663e+18,3.6370064138887373e+18,4.087975277792941e+16,0.2442955796338306,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341656.1865,45467658343.81348,-26.082132992287058,18100000000000.0,17898818263339.945,201181736660.0547,0.24429690217909245
627,3.677886166666663e+18,3.637006413942192e+18,4.087975272447455e+16,0.2442942570011935,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341715.658,45467658284.3418,-26.082134280112687,18100000000000.0,17898818263603.016,201181736396.98438,0.24429557953317924
628,3.677886166666663e+18,3.6370064139956465e+18,4.087975267102002e+16,0.24429293437673819,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341775.13,45467658224.87012,-26.082135567938472,18100000000000.0,17898818263866.082,201181736133.91797,0.24429425690687143
629,3.677886166666663e+18,3.637006414049101e+18,4.08797526175658e+16,0.24429161176000155,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341834.601,45467658165.398926,-26.082136855753607,18100000000000.0,17898818264129.15,201181735870.85156,0.24429293428071802
630,3.677886166666663e+18,3.6370064141025546e+18,4.087975256411191e+16,0.24429028915144668,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341894.0713,45467658105.92871,-26.082138143547592,18100000000000.0,17898818264392.21,201181735607.78906,0.2442916116740156
631,3.677886166666663e+18,3.637006414156008e+18,4.0879752510658344e+16,0.24428896655076485,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532341953.542,45467658046.45801,-26.08213943135222,18100000000000.0,17898818264655.273,201181735344.72656,0.2442902890674676
632,3.677886166666663e+18,3.637006414209461e+18,4.0879752457205096e+16,0.24428764395795605,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342013.011,45467657986.98877,-26.08214071912506,18100000000000.0,17898818264918.332,201181735081.66797,0.244288966480525
633,3.677886166666663e+18,3.637006414262914e+18,4.087975240375218e+16,0.2442863213734834,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342072.481,45467657927.51904,-26.08214200690854,18100000000000.0,17898818265181.395,201181734818.60547,0.2442876438738226
634,3.677886166666663e+18,3.637006414316367e+18,4.0879752350299576e+16,0.24428499879657506,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342131.95,45467657868.049805,-26.082143294681376,18100000000000.0,17898818265444.453,201181734555.54688,0.24428632128688
635,3.677886166666663e+18,3.637006414369819e+18,4.08797522968473e+16,0.2442836762278485,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342191.419,45467657808.581055,-26.082144582443558,18100000000000.0,17898818265707.508,201181734292.4922,0.2442849987195428
636,3.677886166666663e+18,3.637006414423271e+18,4.087975224339534e+16,0.24428235366714934,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342250.8877,45467657749.112305,-26.082145870205895,18100000000000.0,17898818265970.562,201181734029.4375,0.2442836761522056
