Elevation [yr],CumSum [dimensionless],CumSum [dimensionless]
-1500,0.613065768513374,0.613065768513374
-1490,0.613361162011535,0.613361162011535
-1480,0.6136653855957,0.6136653855957
-1470,0.613959375313331,0.613959375313331
-1460,0.614255408868997,0.614255408868997
-1450,0.614560348763083,0.614560348763083
-1440,0.614859849285547,0.614859849285547
-1430,0.615161037129824,0.615161037129824
-1420,0.615472657812876,0.615472657812876
-1410,0.615787530354904,0.615787530354904
-1400,0.616098713804485,0.616098713804485
-1390,0.61640291692136,0.61640291692136
-1380,0.616705642313366,0.616705642313366
-1370,0.61700928563518,0.61700928563518
-1360,0.617302218509695,0.617302218509695
-1350,0.617594545679075,0.617594545679075
-1340,0.617899543378822,0.617899543378822
-1330,0.618194326706411,0.618194326706411
-1320,0.618499325271656,0.618499325271656
-1310,0.618782874990975,0.618782874990975
-1300,0.619072170634345,0.619072170634345
-1290,0.619367032500765,0.619367032500765
-1280,0.619669836388554,0.619669836388554
-1270,0.619946027037861,0.619946027037861
-1260,0.620220853283096,0.620220853283096
-1250,0.620520161647799,0.620520161647799
-1240,0.620806390470292,0.620806390470292
-1230,0.62109285686553,0.62109285686553
-1220,0.621380145373624,0.621380145373624
-1210,0.621665748721728,0.621665748721728
-1200,0.621954519701,0.621954519701
-1190,0.62223960370268,0.62223960370268
-1180,0.622516999285607,0.622516999285607
-1170,0.622801294784065,0.622801294784065
-1160,0.623089698993436,0.623089698993436
-1150,0.623366411893617,0.623366411893617
-1140,0.623647836683324,0.623647836683324
-1130,0.623907057707813,0.623907057707813
-1120,0.624177135122806,0.624177135122806
-1110,0.624441962353516,0.624441962353516
-1100,0.624703897897012,0.624703897897012
-1090,0.624965481471757,0.624965481471757
-1080,0.625223636034082,0.625223636034082
-1070,0.625492051253037,0.625492051253037
-1060,0.625758412150754,0.625758412150754
-1050,0.626015407663968,0.626015407663968
-1040,0.626267694775846,0.626267694775846
-1030,0.62652550595261,0.62652550595261
-1020,0.626786104798707,0.626786104798707
-1010,0.627039396501021,0.627039396501021
-1000,0.627283871642784,0.627283871642784
-990,0.62752896120146,0.62752896120146
-980,0.627769563513615,0.627769563513615
-970,0.628002181648137,0.628002181648137
-960,0.628258352347151,0.628258352347151
-950,0.628495862889807,0.628495862889807
-940,0.628735638278396,0.628735638278396
-930,0.628987541282376,0.628987541282376
-920,0.629217768972562,0.629217768972562
-910,0.629464585518924,0.629464585518924
-900,0.629702662294739,0.629702662294739
-890,0.629949945801562,0.629949945801562
-880,0.630183820732935,0.630183820732935
-870,0.630432990319572,0.630432990319572
-860,0.630685402305045,0.630685402305045
-850,0.630947290218992,0.630947290218992
-840,0.631209910758527,0.631209910758527
-830,0.631469686622269,0.631469686622269
-820,0.631733661359544,0.631733661359544
-810,0.631992167517729,0.631992167517729
-800,0.632257783475188,0.632257783475188
-790,0.632510700996225,0.632510700996225
-780,0.632763351210692,0.632763351210692
-770,0.633013277657688,0.633013277657688
-760,0.633267851659172,0.633267851659172
-750,0.633511350032816,0.633511350032816
-740,0.633759577903056,0.633759577903056
-730,0.634016543684452,0.634016543684452
-720,0.634272134929517,0.634272134929517
-710,0.634537185951517,0.634537185951517
-700,0.63480740719347,0.63480740719347
-690,0.635074608961837,0.635074608961837
-680,0.635359748377206,0.635359748377206
-670,0.635635669574045,0.635635669574045
-660,0.635921539742754,0.635921539742754
-650,0.636212974760278,0.636212974760278
-640,0.636523497523454,0.636523497523454
-630,0.636827769731463,0.636827769731463
-620,0.637131462522466,0.637131462522466
-610,0.637454628385861,0.637454628385861
-600,0.637787899950671,0.637787899950671
-590,0.638139628473452,0.638139628473452
-580,0.638504310979077,0.638504310979077
-570,0.638872565972016,0.638872565972016
-560,0.639252264688348,0.639252264688348
-550,0.639647680004265,0.639647680004265
-540,0.640045018376808,0.640045018376808
-530,0.640449316532458,0.640449316532458
-520,0.640858139376147,0.640858139376147
-510,0.641262561771275,0.641262561771275
-500,0.641681421726323,0.641681421726323
-490,0.642115865777487,0.642115865777487
-480,0.642525867982542,0.642525867982542
-470,0.642950291258817,0.642950291258817
-460,0.643383652712607,0.643383652712607
-450,0.643817849547414,0.643817849547414
-440,0.644261953201565,0.644261953201565
-430,0.644724005850974,0.644724005850974
-420,0.645185226230991,0.645185226230991
-410,0.645663784593236,0.645663784593236
-400,0.646131607341985,0.646131607341985
-390,0.646614899667048,0.646614899667048
-380,0.647113643594568,0.647113643594568
-370,0.647613486215101,0.647613486215101
-360,0.648120022488616,0.648120022488616
-350,0.648645582914543,0.648645582914543
-340,0.649185385972782,0.649185385972782
-330,0.649748365743858,0.649748365743858
-320,0.650328505319714,0.650328505319714
-310,0.650939007576528,0.650939007576528
-300,0.651563621155442,0.651563621155442
-290,0.652214673202019,0.652214673202019
-280,0.652875583751886,0.652875583751886
-270,0.653529924649333,0.653529924649333
-260,0.654204357506306,0.654204357506306
-250,0.654896577353434,0.654896577353434
-240,0.655587758740088,0.655587758740088
-230,0.656284770928958,0.656284770928958
-220,0.657010225547297,0.657010225547297
-210,0.657808927529627,0.657808927529627
-200,0.658672593796356,0.658672593796356
-190,0.659584835751826,0.659584835751826
-180,0.660546163987052,0.660546163987052
-170,0.661605475966397,0.661605475966397
-160,0.662764753455849,0.662764753455849
-150,0.664115821422942,0.664115821422942
-140,0.665663708267401,0.665663708267401
-130,0.667336358774245,0.667336358774245
-120,0.669225972368705,0.669225972368705
-110,0.671343545006694,0.671343545006694
-100,0.673705707905186,0.673705707905186
-90,0.676395160230231,0.676395160230231
-80,0.67952637508043,0.67952637508043
-70,0.683183007659843,0.683183007659843
-60,0.687274407816351,0.687274407816351
-50,0.691519225127386,0.691519225127386
-40,0.695865172940122,0.695865172940122
-30,0.70068525863673,0.70068525863673
-20,0.705548793806398,0.705548793806398
-10,0.709557794916904,0.709557794916904
0,0.71447895856749,0.71447895856749
10,0.718654214001719,0.718654214001719
20,0.722680428390547,0.722680428390547
30,0.726617293026164,0.726617293026164
40,0.730862168167563,0.730862168167563
50,0.735466798831254,0.735466798831254
60,0.739805054642957,0.739805054642957
70,0.743860309917012,0.743860309917012
80,0.747950027290754,0.747950027290754
90,0.751995754577205,0.751995754577205
100,0.756149017694842,0.756149017694842
110,0.760304839820151,0.760304839820151
120,0.764435494449597,0.764435494449597
130,0.768553804643768,0.768553804643768
140,0.772565427377111,0.772565427377111
150,0.776496479335394,0.776496479335394
160,0.780175863464389,0.780175863464389
170,0.783773498316354,0.783773498316354
180,0.787224559972899,0.787224559972899
190,0.790555783787358,0.790555783787358
200,0.793833510454288,0.793833510454288
210,0.797038927402749,0.797038927402749
220,0.800067855605774,0.800067855605774
230,0.803066066489716,0.803066066489716
240,0.806004543130414,0.806004543130414
250,0.808942644599744,0.808942644599744
260,0.811985684390471,0.811985684390471
270,0.815113718086795,0.815113718086795
280,0.818200301027418,0.818200301027418
290,0.821331623872323,0.821331623872323
300,0.824349801481672,0.824349801481672
310,0.82725744775914,0.82725744775914
320,0.830137057531437,0.830137057531437
330,0.833057068301104,0.833057068301104
340,0.835861988988698,0.835861988988698
350,0.838573121843546,0.838573121843546
360,0.841176058903519,0.841176058903519
370,0.843735024597463,0.843735024597463
380,0.846304196841974,0.846304196841974
390,0.84896148044329,0.84896148044329
400,0.851567942442365,0.851567942442365
410,0.854117795919616,0.854117795919616
420,0.856560399684539,0.856560399684539
430,0.858875335369648,0.858875335369648
440,0.86107370036182,0.86107370036182
450,0.863220173142177,0.863220173142177
460,0.865332181628869,0.865332181628869
470,0.867426890896359,0.867426890896359
480,0.869369813375415,0.869369813375415
490,0.871237878130042,0.871237878130042
500,0.873019062050945,0.873019062050945
510,0.87475793608566,0.87475793608566
520,0.876457501418924,0.876457501418924
530,0.878112998699954,0.878112998699954
540,0.879726030744419,0.879726030744419
550,0.881283676215251,0.881283676215251
560,0.882801725339799,0.882801725339799
570,0.884278207514172,0.884278207514172
580,0.885711325098298,0.885711325098298
590,0.887099588904403,0.887099588904403
600,0.888445578931625,0.888445578931625
610,0.88977334461447,0.88977334461447
620,0.891075033473631,0.891075033473631
630,0.892316167207564,0.892316167207564
640,0.893512860879359,0.893512860879359
650,0.894707767675275,0.894707767675275
660,0.895852143294246,0.895852143294246
670,0.896978521363283,0.896978521363283
680,0.898081219927638,0.898081219927638
690,0.899147923099891,0.899147923099891
700,0.900230463937676,0.900230463937676
710,0.901289094227897,0.901289094227897
720,0.90229363913293,0.90229363913293
730,0.903243403753309,0.903243403753309
740,0.904196289523987,0.904196289523987
750,0.905129553260954,0.905129553260954
760,0.906069003088886,0.906069003088886
770,0.906972656523416,0.906972656523416
780,0.907852684097316,0.907852684097316
790,0.90874887640508,0.90874887640508
800,0.909608487598779,0.909608487598779
810,0.910448630405933,0.910448630405933
